published,title,description,media,length,link,
2021-04-23,Q1 2021 Schlumberger Earnings Conference Call,Act 0.21\nEst 0.186,https://investorcenter.slb.com/static-files/9c3997ce-afb7-4fa0-ba70-c26a6eb91d2b,60,https://investorcenter.slb.com/events/event-details/q1-2021-schlumberger-earnings-conference-call
2021-01-22,Q4 2020 Schlumberger Earnings Conference Call,Act 0.22\nEst 0.174,https://investorcenter.slb.com/static-files/0d143b4e-e83b-46a4-9e38-93be31b70e81,60,https://investorcenter.slb.com/events/event-details/q4-2020-schlumberger-earnings-conference-call
2012-04-29,Q1 2012 Schlumberger Earnings Conference Call,Last quarterly meeting with Andrew Gould,http://podcasting.thomson.com.edgesuite.net/2012/April/SLB/SLB042012.mp3,60,https://investorcenter.slb.com/events/event-details/q1-2012-schlumberger-earnings-conference-call
